	Variable de la estacion MagyaCba La Cumbrecita 
 
Temp	Hume	Pto.Ro	Precipt	Vel.Vie	Raf.Vie	  Pres	Rad.Sol	Temp_S1	Temp_S2	Temp_S3	Hum_S1	Hum_S2	Hum_S3	Hum_Hoja
25.20 	 66.50 	 18.50	 0.00	 8.80	 17.20	 861.20	 146.60	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.70 	 70.40 	 18.90	 0.00	 10.30	 19.30	 860.00	 108.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.20 	 72.90 	 19.00	 0.00	 11.10	 21.20	 858.80	 77.20	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.80 	 74.60 	 19.00	 0.00	 10.80	 23.60	 861.20	 69.40	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.60 	 75.70 	 19.10	 0.00	 8.30	 17.20	 860.00	 61.70	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.50 	 76.50 	 19.10	 0.00	 6.50	 14.80	 859.40	 54.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.30 	 77.40 	 19.10	 0.00	 6.60	 15.50	 859.40	 52.10	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.00 	 78.30 	 19.00	 0.00	 8.20	 15.60	 858.10	 50.20	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.80 	 79.30 	 19.00	 0.00	 10.80	 19.20	 861.20	 54.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 79.50 	 18.90	 0.00	 9.40	 20.80	 859.40	 61.70	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 79.50 	 18.90	 0.00	 6.70	 13.50	 859.40	 73.30	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 80.20 	 19.00	 0.00	 8.10	 13.70	 862.50	 88.70	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.50 	 80.80 	 19.00	 0.00	 6.70	 13.40	 858.80	 100.30	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.50 	 81.00 	 19.10	 0.00	 6.80	 13.60	 859.40	 121.50	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 81.10 	 19.20	 0.00	 5.40	 10.40	 860.00	 121.50	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 80.90 	 19.20	 0.00	 5.70	 11.50	 860.60	 110.00	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.50 	 81.50 	 19.20	 0.00	 5.40	 10.80	 860.60	 98.40	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.50 	 82.10 	 19.30	 0.00	 4.50	 8.90	 858.80	 86.80	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.40 	 82.10 	 19.20	 0.00	 4.00	 9.70	 858.80	 75.20	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.40 	 82.10 	 19.20	 0.00	 2.20	 4.40	 858.80	 65.60	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.40 	 82.40 	 19.30	 0.00	 1.90	 4.40	 860.00	 54.00	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.40 	 82.20 	 19.20	 0.00	 1.50	 3.10	 860.60	 40.50	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.40 	 81.80 	 19.10	 0.00	 0.30	 2.80	 860.60	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.20 	 82.40 	 19.10	 0.00	 1.80	 3.40	 860.00	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.10 	 82.50 	 19.00	 0.00	 0.70	 1.80	 859.40	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.90 	 82.90 	 18.90	 0.00	 0.90	 4.50	 858.80	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.70 	 83.50 	 18.80	 0.00	 2.40	 4.10	 860.00	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.50 	 83.50 	 18.60	 0.00	 1.40	 3.40	 859.40	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.30 	 80.90 	 17.90	 0.00	 2.10	 2.10	 860.00	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.20 	 80.10 	 17.60	 0.00	 2.60	 4.50	 861.20	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.00 	 73.90 	 16.20	 0.00	 1.90	 3.20	 860.00	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.00 	 68.00 	 14.90	 0.00	 2.60	 3.80	 861.90	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.10 	 67.20 	 14.80	 0.00	 2.80	 4.80	 861.90	 0.00	 23.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.10 	 64.20 	 14.10	 0.00	 3.00	 3.70	 861.20	 0.00	 23.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.20 	 64.20 	 14.20	 0.00	 2.50	 4.10	 861.20	 0.00	 23.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.10 	 63.60 	 13.90	 0.00	 3.10	 5.20	 861.20	 0.00	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.90 	 67.30 	 14.60	 0.00	 2.60	 7.30	 861.20	 0.00	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.50 	 81.20 	 17.20	 0.00	 2.90	 5.90	 861.20	 0.00	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 84.00 	 17.30	 0.00	 1.90	 1.90	 861.20	 0.00	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 84.40 	 17.20	 0.00	 0.30	 0.70	 862.50	 0.00	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 83.00 	 16.80	 0.00	 2.20	 3.90	 861.20	 0.00	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 83.60 	 16.60	 0.00	 3.50	 6.00	 861.20	 0.00	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 83.50 	 16.60	 0.00	 2.00	 4.90	 862.50	 0.00	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 82.50 	 16.40	 0.00	 2.10	 4.50	 862.50	 0.00	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 81.40 	 16.20	 0.00	 2.00	 4.50	 860.00	 0.00	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 79.30 	 15.80	 0.00	 2.40	 3.00	 860.00	 0.00	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.40 	 77.70 	 15.40	 0.00	 3.20	 4.20	 861.20	 0.00	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.40 	 79.80 	 15.80	 0.00	 4.30	 8.10	 860.60	 0.00	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.20 	 81.20 	 15.90	 0.00	 4.20	 7.70	 860.60	 0.00	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.10 	 77.30 	 15.00	 0.00	 2.20	 5.40	 860.60	 0.00	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.00 	 76.80 	 14.80	 0.00	 2.10	 4.10	 860.60	 0.00	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.90 	 80.60 	 15.50	 0.00	 2.80	 4.20	 861.90	 0.00	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.90 	 76.30 	 14.60	 0.00	 3.00	 6.50	 861.20	 0.00	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 74.00 	 14.00	 0.00	 1.80	 2.90	 860.60	 0.00	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 69.10 	 12.90	 0.00	 2.40	 6.20	 861.20	 0.00	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 68.40 	 12.70	 0.00	 1.70	 4.20	 862.50	 0.00	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 68.50 	 12.70	 0.00	 0.90	 2.80	 861.90	 0.00	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 66.10 	 12.20	 0.00	 3.00	 4.80	 861.20	 0.00	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.80 	 65.40 	 12.20	 0.00	 3.60	 6.20	 860.60	 0.00	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.80 	 62.10 	 11.40	 0.00	 4.00	 4.70	 861.90	 0.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.00 	 58.10 	 10.60	 0.00	 3.60	 5.60	 861.20	 0.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.10 	 55.80 	 10.10	 0.00	 2.40	 5.50	 861.20	 0.00	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.40 	 50.70 	 8.90	 0.00	 3.70	 7.20	 860.00	 0.00	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.70 	 51.20 	 9.30	 0.00	 4.80	 9.00	 860.00	 0.00	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 45.80 	 8.10	 0.00	 4.50	 9.60	 860.60	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.20 	 44.20 	 7.60	 0.00	 4.30	 11.40	 861.20	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 47.80 	 8.70	 0.00	 3.90	 8.60	 861.20	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.00 	 44.50 	 7.60	 0.00	 2.70	 4.40	 861.20	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 43.30 	 7.20	 0.00	 3.40	 4.80	 861.20	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.00 	 46.70 	 8.30	 0.00	 2.10	 2.40	 861.20	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 45.80 	 7.90	 0.00	 3.30	 4.70	 859.40	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 48.80 	 8.70	 0.00	 2.70	 6.60	 860.00	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 50.20 	 9.10	 0.00	 3.10	 3.10	 860.60	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 49.20 	 8.90	 0.00	 4.10	 6.30	 860.00	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.20 	 45.00 	 7.90	 0.00	 3.70	 5.10	 860.00	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.30 	 51.10 	 9.90	 0.00	 3.90	 6.10	 861.20	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.60 	 51.20 	 9.30	 0.00	 3.60	 9.30	 861.20	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 49.50 	 8.90	 0.00	 2.10	 7.40	 861.20	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.00 	 49.40 	 9.10	 0.00	 1.80	 5.00	 861.20	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.00 	 53.30 	 10.20	 0.00	 1.10	 2.00	 861.20	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 54.50 	 10.50	 0.00	 2.00	 4.80	 860.60	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 52.70 	 10.10	 0.00	 2.40	 8.00	 860.00	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.20 	 53.20 	 10.40	 0.00	 1.50	 1.50	 861.20	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 52.80 	 9.90	 0.00	 2.90	 4.90	 860.00	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 52.70 	 9.60	 0.00	 2.10	 3.20	 860.00	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 51.50 	 9.20	 0.00	 2.90	 4.50	 859.40	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 52.60 	 9.60	 0.00	 2.10	 2.10	 859.40	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.60 	 52.60 	 9.70	 0.00	 2.70	 7.60	 860.60	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 57.30 	 10.80	 0.00	 3.90	 6.80	 858.80	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.40 	 59.00 	 11.20	 0.00	 3.60	 8.80	 859.40	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.60 	 58.70 	 11.30	 0.00	 3.40	 7.00	 859.40	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.70 	 60.50 	 11.80	 0.00	 2.40	 4.40	 860.60	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 60.80 	 12.10	 0.00	 3.60	 11.00	 861.20	 54.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.40 	 59.30 	 12.20	 0.00	 2.70	 3.20	 861.90	 81.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.00 	 59.50 	 12.80	 0.00	 2.10	 3.70	 860.60	 117.70	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.80 	 55.50 	 12.50	 0.00	 2.20	 3.40	 860.60	 152.40	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.80 	 52.50 	 12.60	 0.00	 1.50	 4.00	 859.40	 189.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.50 	 52.00 	 13.10	 0.00	 1.80	 3.70	 859.40	 225.70	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.40 	 52.70 	 14.10	 0.00	 0.50	 2.10	 860.60	 266.20	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.40 	 54.80 	 15.60	 0.00	 0.00	 0.00	 861.20	 308.60	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.10 	 48.90 	 14.50	 0.00	 0.30	 1.80	 861.20	 351.10	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.50 	 51.50 	 15.70	 0.00	 1.50	 2.40	 861.20	 393.50	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.40 	 46.20 	 13.90	 0.00	 3.30	 6.90	 860.00	 434.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.20 	 43.50 	 12.80	 0.00	 4.30	 7.30	 861.90	 470.70	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.30 	 41.70 	 12.30	 0.00	 4.30	 7.60	 860.00	 511.20	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.40 	 43.20 	 12.90	 0.00	 4.30	 4.60	 860.00	 553.60	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.40 	 44.80 	 13.40	 0.00	 3.80	 8.20	 860.60	 592.20	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.50 	 43.90 	 13.20	 0.00	 4.50	 7.30	 860.60	 630.80	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.60 	 46.50 	 14.20	 0.00	 4.50	 7.20	 860.00	 669.40	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.60 	 45.90 	 14.00	 0.00	 4.00	 12.70	 860.60	 719.50	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 44.50 	 13.60	 0.00	 3.90	 8.80	 861.90	 748.50	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.90 	 40.50 	 12.40	 0.00	 4.30	 7.40	 860.00	 785.10	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.00 	 43.30 	 13.50	 0.00	 5.10	 11.30	 861.90	 819.80	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.00 	 41.50 	 12.80	 0.00	 5.80	 11.10	 859.40	 850.70	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.00 	 41.60 	 12.80	 0.00	 5.20	 9.80	 861.90	 887.30	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.10 	 43.90 	 13.80	 0.00	 5.70	 12.10	 860.60	 920.10	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.30 	 45.40 	 14.50	 0.00	 6.00	 12.00	 860.60	 943.30	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.00 	 50.00 	 15.70	 0.00	 7.40	 8.40	 861.20	 968.40	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.00 	 49.00 	 15.40	 0.00	 9.10	 20.10	 861.20	 991.50	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.10 	 50.00 	 15.80	 0.00	 8.00	 19.50	 861.90	 1010.80	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.10 	 56.60 	 17.70	 0.00	 7.50	 16.80	 861.90	 1030.10	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.60 	 59.50 	 18.10	 0.00	 9.40	 15.20	 862.50	 1043.60	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.50 	 57.10 	 17.30	 0.00	 8.90	 17.20	 861.20	 1066.70	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 59.00 	 18.00	 0.00	 7.60	 15.10	 861.90	 1078.30	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.90 	 61.20 	 18.80	 0.00	 7.20	 16.40	 861.90	 1097.60	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.90 	 59.00 	 18.20	 0.00	 7.70	 17.50	 860.60	 1107.20	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
27.00 	 58.40 	 18.10	 0.00	 7.60	 19.80	 860.60	 1105.30	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.90 	 59.50 	 18.30	 0.00	 9.70	 20.70	 861.20	 1105.30	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 58.90 	 18.00	 0.00	 9.40	 18.00	 859.40	 1107.20	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 59.70 	 18.20	 0.00	 9.60	 19.00	 860.60	 1107.20	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 59.80 	 18.20	 0.00	 11.00	 22.80	 861.20	 1107.20	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 59.70 	 18.20	 0.00	 10.00	 17.10	 861.20	 1111.10	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 60.00 	 18.30	 0.00	 10.20	 22.30	 860.60	 954.90	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.90 	 60.30 	 18.60	 0.00	 8.50	 18.20	 860.00	 999.20	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.80 	 60.20 	 18.40	 0.00	 10.00	 24.30	 860.60	 981.90	 23.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.60 	 61.50 	 18.60	 0.00	 11.20	 22.80	 861.90	 887.30	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.70 	 61.50 	 18.70	 0.00	 10.90	 13.30	 860.00	 1008.90	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.30 	 61.80 	 18.40	 0.00	 11.10	 20.60	 860.00	 765.80	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.50 	 62.30 	 18.70	 0.00	 10.80	 20.30	 860.00	 924.00	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.60 	 61.80 	 18.70	 0.00	 10.90	 22.40	 860.60	 1068.70	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.30 	 62.00 	 18.40	 0.00	 10.30	 26.20	 860.60	 692.50	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.20 	 63.60 	 18.70	 0.00	 9.30	 20.80	 860.00	 680.90	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.80 	 65.10 	 18.70	 0.00	 10.10	 21.50	 859.40	 501.50	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 64.40 	 18.50	 0.00	 12.40	 25.50	 859.40	 866.10	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.40 	 64.30 	 18.20	 0.00	 11.70	 25.10	 859.40	 706.00	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.90 	 65.50 	 18.00	 0.00	 9.70	 20.20	 860.00	 231.50	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.40 	 66.20 	 17.70	 0.00	 10.80	 25.10	 860.00	 187.10	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.30 	 68.00 	 18.00	 0.00	 8.60	 17.20	 859.40	 200.60	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.20 	 69.40 	 18.20	 0.00	 9.50	 12.50	 860.00	 187.10	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.10 	 71.00 	 18.50	 0.00	 8.60	 17.10	 861.20	 164.00	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.90 	 72.50 	 18.70	 0.00	 7.90	 15.30	 860.60	 140.80	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.90 	 73.10 	 18.80	 0.00	 7.00	 15.20	 860.00	 210.30	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.80 	 74.00 	 18.90	 0.00	 7.20	 16.80	 860.00	 219.90	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.60 	 74.70 	 18.80	 0.00	 8.60	 13.30	 860.00	 231.50	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.60 	 74.60 	 18.80	 0.00	 9.70	 18.90	 860.00	 353.00	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.90 	 74.40 	 19.10	 0.00	 9.00	 18.50	 860.60	 445.60	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.50 	 74.30 	 18.70	 0.00	 9.90	 21.00	 859.40	 146.60	 24.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.50 	 75.00 	 18.80	 0.00	 8.00	 17.10	 860.00	 227.60	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.30 	 74.70 	 18.60	 0.00	 7.90	 16.30	 860.00	 123.50	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.00 	 75.80 	 18.50	 0.00	 8.40	 16.50	 859.40	 104.20	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.80 	 76.60 	 18.50	 0.00	 8.50	 20.40	 858.80	 61.70	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 76.80 	 18.30	 0.00	 8.90	 19.50	 858.80	 65.60	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.40 	 76.90 	 18.10	 0.00	 8.60	 18.50	 859.40	 44.40	 24.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.30 	 76.70 	 18.00	 0.00	 8.40	 16.80	 860.60	 57.90	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.10 	 76.30 	 17.70	 0.00	 8.50	 17.70	 858.80	 40.50	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.80 	 77.20 	 17.60	 0.00	 8.40	 15.80	 860.60	 0.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.50 	 78.10 	 17.50	 0.00	 6.40	 14.90	 860.00	 0.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.30 	 79.90 	 17.70	 0.00	 7.80	 14.30	 859.40	 0.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.10 	 81.60 	 17.80	 0.00	 7.80	 18.50	 861.20	 0.00	 24.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.00 	 82.30 	 17.90	 0.00	 6.20	 13.10	 861.20	 0.00	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.90 	 82.40 	 17.80	 0.00	 4.20	 6.00	 860.00	 0.00	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.80 	 83.10 	 17.80	 0.00	 3.50	 6.10	 858.80	 0.00	 23.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.60 	 83.70 	 17.70	 0.00	 4.20	 8.80	 858.80	 0.00	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.50 	 84.10 	 17.70	 0.00	 3.60	 6.30	 859.40	 0.00	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.30 	 84.80 	 17.70	 0.00	 5.10	 8.70	 860.60	 0.00	 23.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.20 	 85.30 	 17.70	 0.00	 3.40	 6.30	 860.00	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 84.90 	 17.50	 0.00	 3.00	 4.90	 861.20	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 83.80 	 17.30	 0.00	 3.20	 6.50	 860.00	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 82.80 	 17.10	 0.00	 2.90	 6.10	 861.20	 0.00	 23.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 82.90 	 17.10	 0.00	 2.80	 4.00	 860.60	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 82.60 	 17.00	 0.00	 2.10	 4.50	 860.60	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 82.90 	 17.10	 0.00	 1.40	 4.30	 861.90	 0.00	 23.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
